"","Normal","Tumor"
"ENSG00000164038.16",14.365491,9.709292
"ENSG00000164039.15",1.921691,4.707222
"ENSG00000164040.18",2.29142,0.733209
"ENSG00000164045.12",1.127645,4.205377
"ENSG00000164047.6",0,3.826597
"ENSG00000164048.14",4.373608,3.917866
"ENSG00000164049.14",1.985232,1.857313
"ENSG00000164050.13",2.128203,8.361792
"ENSG00000164051.14",0,0.286824
"ENSG00000164053.22",0,1.82322
"ENSG00000164054.17",2.017376,4.847677
"ENSG00000164056.11",3.817916,2.480208
"ENSG00000164061.5",1.387726,5.944781
"ENSG00000164062.13",4.203563,1.029353
"ENSG00000164066.13",42.874324,9.458176
"ENSG00000164068.16",0.911295,2.887474
"ENSG00000164070.12",19.750128,10.700505
"ENSG00000164073.11",14.312122,10.113685
"ENSG00000164074.17",13.346794,7.11558
"ENSG00000164076.17",18.807735,1.466912
"ENSG00000164077.15",6.141578,3.403977
"ENSG00000164078.15",8.253958,2.776073
"ENSG00000164080.14",3.223172,4.488993
"ENSG00000164081.13",1.043877,1.656482
"ENSG00000164082.15",3.479285,1.893571
"ENSG00000164086.10",0,1.483585
"ENSG00000164087.8",0,0.860678
"ENSG00000164088.18",0.588604,3.299492
"ENSG00000164089.9",7.126737,6.743484
"ENSG00000164091.12",7.660362,7.272231
"ENSG00000164093.18",7.929752,2.138575
"ENSG00000164096.13",1.32451,0.669518
"ENSG00000164099.3",0,1.041487
"ENSG00000164100.9",6.681259,1.067043
"ENSG00000164104.12",0,2.981689
"ENSG00000164105.4",1.512629,1.15617
"ENSG00000164106.8",11.729598,6.678562
"ENSG00000164107.9",4.945057,1.440105
"ENSG00000164109.14",14.34579,2.17145
"ENSG00000164111.15",0,1.452202
"ENSG00000164112.14",0,0.910806
"ENSG00000164113.11",0,1.702862
"ENSG00000164114.19",1.215295,1.140871
"ENSG00000164116.17",0.844996,3.61491
"ENSG00000164117.14",0,0
"ENSG00000164118.13",6.907946,2.035343
"ENSG00000164120.14",0,3.32678
"ENSG00000164122.9",1.678965,2.52728
"ENSG00000164123.7",0,0.965025
"ENSG00000164124.11",3.376365,3.124889
"ENSG00000164125.16",9.337915,0.81599
"ENSG00000164128.7",2.04249,3.100586
"ENSG00000164129.12",2.25912,0.773202
"ENSG00000164134.14",13.323533,13.074441
"ENSG00000164136.17",15.838449,7.680292
"ENSG00000164142.16",1.30981,2.844885
"ENSG00000164144.16",0,3.536692
"ENSG00000164151.12",0.584789,1.473652
"ENSG00000164161.10",2.695256,2.264716
"ENSG00000164162.14",30.096664,9.135285
"ENSG00000164163.11",7.084238,3.972629
"ENSG00000164164.17",4.553026,6.767966
"ENSG00000164167.12",2.242382,2.830472
"ENSG00000164168.8",2.275411,1.84703
"ENSG00000164169.13",2.116595,1.312319
"ENSG00000164171.11",1.107747,0.809159
"ENSG00000164172.20",2.167477,1.795435
"ENSG00000164175.15",1.302152,1.01306
"ENSG00000164176.13",0.160612,0.691768
"ENSG00000164180.14",6.054787,3.411825
"ENSG00000164181.14",2.683186,2.014382
"ENSG00000164182.12",46.304469,23.877028
"ENSG00000164185.7",1.909333,1.529624
"ENSG00000164187.7",1.549758,0.328861
"ENSG00000164188.9",2.253081,1.571764
"ENSG00000164190.19",0.126118,3.675413
"ENSG00000164197.12",0.409916,0.413547
"ENSG00000164199.18",153.924039,109.540493
"ENSG00000164209.17",0.857416,2.605185
"ENSG00000164211.13",0.197362,2.668721
"ENSG00000164219.10",1.448816,1.008155
"ENSG00000164220.7",3.95886,1.440618
"ENSG00000164221.13",2.100575,0.938178
"ENSG00000164236.12",1.172018,1.808645
"ENSG00000164237.9",21.216924,12.019163
"ENSG00000164241.14",1.646352,2.181578
"ENSG00000164244.22",6.669613,3.601138
"ENSG00000164251.5",0.982545,5.771624
"ENSG00000164252.13",2.420741,0.992375
"ENSG00000164253.14",1.122713,5.180299
"ENSG00000164256.11",3.57374,0.770566
"ENSG00000164258.12",0,2.585825
"ENSG00000164265.9",209.836019,37.754924
"ENSG00000164266.11",0.664062,2.085854
"ENSG00000164270.19",0.745912,0.84963
"ENSG00000164283.13",0,0.90805
"ENSG00000164284.15",1.361206,1.202262
"ENSG00000164287.13",7.673797,6.97099
"ENSG00000164291.17",70.962444,37.325414
"ENSG00000164292.13",1.572949,6.477958
"ENSG00000164294.14",3.034007,5.044241
"ENSG00000164296.7",7.187479,1.098565
"ENSG00000164299.7",6.301606,1.837379
"ENSG00000164300.17",7.408894,2.464428
"ENSG00000164303.11",0.133554,0.286523
"ENSG00000164304.16",4.187455,3.285591
"ENSG00000164305.20",1.152926,3.679617
"ENSG00000164306.11",9.754061,7.105756
"ENSG00000164307.13",0.611572,2.381271
"ENSG00000164308.18",14.795534,7.793874
"ENSG00000164309.15",1.200794,1.957926
"ENSG00000164318.18",2.505027,2.6681
"ENSG00000164323.15",4.157504,3.223039
"ENSG00000164325.8",3.818545,0
"ENSG00000164326.5",0,0
"ENSG00000164327.14",34.382052,29.707641
"ENSG00000164329.15",7.372967,6.624514
"ENSG00000164330.18",0.865926,0.564871
"ENSG00000164331.10",1.908958,5.885206
"ENSG00000164332.8",0.505085,5.685501
"ENSG00000164334.16",0,1.65621
"ENSG00000164338.10",10.425242,0.623381
"ENSG00000164342.14",19.149132,13.260594
"ENSG00000164344.17",0,2.49425
"ENSG00000164346.10",0.68162,3.297545
"ENSG00000164347.18",26.536184,3.359165
"ENSG00000164362.21",7.172883,8.362109
"ENSG00000164363.10",0,2.590744
"ENSG00000164366.4",8.719013,9.205067
"ENSG00000164379.7",0.798,1.075689
"ENSG00000164385.11",2.223869,1.474097
"ENSG00000164393.11",0,0
"ENSG00000164398.15",40.209601,26.275356
"ENSG00000164399.5",0,1.942354
"ENSG00000164400.6",0,0
"ENSG00000164402.14",2.234024,3.834586
"ENSG00000164403.15",16.345382,15.370297
"ENSG00000164404.9",0.42205,1.124708
"ENSG00000164405.11",3.87605,2.491665
"ENSG00000164406.8",0,2.071316
"ENSG00000164411.12",3.792519,0.79944
"ENSG00000164414.19",1.827634,0.809957
"ENSG00000164418.22",17.519163,15.587491
"ENSG00000164430.17",4.808195,9.282927
"ENSG00000164434.12",1.047717,3.441847
"ENSG00000164438.6",0,0.506614
"ENSG00000164440.15",0,5.895691
"ENSG00000164442.11",0.300785,0.304262
"ENSG00000164451.14",5.805817,1.151914
"ENSG00000164458.10",1.295435,0.983176
"ENSG00000164463.12",5.928357,6.202565
"ENSG00000164465.19",12.997796,6.250699
"ENSG00000164466.13",20.018228,21.979735
"ENSG00000164483.17",2.673615,1.770689
"ENSG00000164484.12",1.48033,0.676463
"ENSG00000164485.15",2.164791,1.094368
"ENSG00000164488.12",0,0.836989
"ENSG00000164494.12",4.317863,7.147062
"ENSG00000164500.7",0,0.718771
"ENSG00000164506.16",108.404179,31.785909
"ENSG00000164508.6",15.346692,4.678791
"ENSG00000164509.17",20.300698,16.688625
"ENSG00000164512.18",0.577481,1.897255
"ENSG00000164520.12",6.937708,4.399909
"ENSG00000164530.15",4.405081,1.787661
"ENSG00000164532.11",3.446709,0.412782
"ENSG00000164535.15",4.216779,5.620246
"ENSG00000164542.13",0.839594,3.626054
"ENSG00000164543.7",5.56387,2.197818
"ENSG00000164548.12",8.275328,8.470388
"ENSG00000164556.7",0,0.241742
"ENSG00000164574.16",3.30125,2.423255
"ENSG00000164576.12",5.145737,0.926542
"ENSG00000164587.13",13.243602,65.219653
"ENSG00000164588.8",1.921621,2.154369
"ENSG00000164591.14",0.211233,9.386908
"ENSG00000164597.15",0.248273,1.655802
"ENSG00000164600.7",0,0.949916
"ENSG00000164603.12",0.869191,0.175484
"ENSG00000164604.14",0.506392,3.036178
"ENSG00000164609.10",6.758428,10.519411
"ENSG00000164610.10",7.648137,2.874474
"ENSG00000164611.13",7.295818,0
"ENSG00000164615.6",18.746138,10.276926
"ENSG00000164616.17",0,0
"ENSG00000164619.10",0,2.691411
"ENSG00000164620.9",0,0.468078
"ENSG00000164621.5",0.818791,0.489528
"ENSG00000164626.9",1.08936,0.458256
"ENSG00000164627.18",3.303466,4.251014
"ENSG00000164631.19",0.303738,0.938897
"ENSG00000164638.11",17.12712,10.651095
"ENSG00000164645.3",0,0
"ENSG00000164647.9",0,0
"ENSG00000164649.20",5.679939,1.864767
"ENSG00000164651.18",0.379999,0.914699
"ENSG00000164654.16",2.532923,8.339322
"ENSG00000164659.15",7.212197,5.072383
"ENSG00000164663.15",7.407242,6.239379
"ENSG00000164669.14",0,0
"ENSG00000164674.17",0,0.99684
"ENSG00000164675.11",3.674776,0.524481
"ENSG00000164683.19",1.126698,1.988172
"ENSG00000164684.13",0.862437,6.853907
"ENSG00000164687.11",19.304564,25.559917
"ENSG00000164690.8",8.322016,0.957122
"ENSG00000164691.19",3.436829,1.016465
"ENSG00000164692.19",8.689577,2.591926
"ENSG00000164694.17",0.101869,0.559275
"ENSG00000164695.5",4.928872,2.809874
"ENSG00000164707.17",3.679466,2.266201
"ENSG00000164708.6",0,0
"ENSG00000164713.10",15.237798,42.910583
"ENSG00000164715.6",2.353459,6.15245
"ENSG00000164729.8",0,1.799836
"ENSG00000164733.23",24.506789,17.368592
"ENSG00000164736.6",0,0.464265
"ENSG00000164740.5",0,9.905835
"ENSG00000164741.15",5.493994,11.824285
"ENSG00000164742.16",0.569379,1.865787
"ENSG00000164743.5",0.547785,0.834534
"ENSG00000164744.14",0.531498,0.328859
"ENSG00000164746.14",2.679445,0.179729
"ENSG00000164749.13",0.167007,3.287993
"ENSG00000164751.15",0.818421,3.981342
"ENSG00000164754.16",5.335104,1.27478
"ENSG00000164756.13",3.726837,2.400988
"ENSG00000164758.7",0,0.975686
"ENSG00000164761.9",0,4.067151
"ENSG00000164764.11",4.754052,2.811133
"ENSG00000164776.11",2.25198,11.9555
"ENSG00000164778.4",2.243434,0.617942
"ENSG00000164794.9",3.274339,2.412365
"ENSG00000164796.18",8.834184,2.722384
"ENSG00000164808.17",20.593226,18.196359
"ENSG00000164815.11",0,2.581698
"ENSG00000164816.8",0,6.045343
"ENSG00000164818.16",9.257762,5.450712
"ENSG00000164821.5",3.678456,0
"ENSG00000164822.5",2.669406,7.237445
"ENSG00000164823.11",1.02909,1.843879
"ENSG00000164825.4",0,0
"ENSG00000164828.18",7.507892,22.874623
"ENSG00000164830.19",7.12563,9.803155
"ENSG00000164841.5",1.595134,4.210233
"ENSG00000164845.17",0,0
"ENSG00000164849.10",0,3.325861
"ENSG00000164850.16",0.496118,1.837501
"ENSG00000164853.9",0,1.41036
"ENSG00000164855.16",0.70111,2.639754
"ENSG00000164867.11",0.457345,10.673455
"ENSG00000164871.18",13.788866,5.856032
"ENSG00000164877.19",1.55119,13.775787
"ENSG00000164879.7",0,0.220909
"ENSG00000164880.16",0.228983,3.011613
"ENSG00000164885.13",21.381332,2.922294
"ENSG00000164889.15",4.209814,7.944632
"ENSG00000164893.9",1.58598,1.004262
"ENSG00000164896.21",1.559956,1.288601
"ENSG00000164897.14",0,2.135539
"ENSG00000164898.13",65.697578,42.936687
"ENSG00000164900.5",0,0.82866
"ENSG00000164902.14",28.742901,16.134578
"ENSG00000164904.18",40.487752,25.443451
"ENSG00000164916.11",78.442087,58.608404
"ENSG00000164919.11",7.428793,5.820715
"ENSG00000164920.10",1.010199,1.227966
"ENSG00000164924.18",17.679267,15.206993
"ENSG00000164929.17",0,11.873759
"ENSG00000164930.12",0,0.906661
"ENSG00000164932.13",0,2.781131
"ENSG00000164933.13",7.556018,9.566798
"ENSG00000164934.15",6.7273,4.626897
"ENSG00000164935.6",7.4543,4.362438
"ENSG00000164938.14",0.239605,0.775888
"ENSG00000164941.14",72.875636,45.019563
"ENSG00000164944.12",6.320909,5.225051
"ENSG00000164946.20",0.436732,2.928289
"ENSG00000164949.8",1.038112,3.391947
"ENSG00000164951.16",0.678537,5.677723
"ENSG00000164953.17",19.573231,11.448986
"ENSG00000164961.16",0.882012,1.640893
"ENSG00000164967.10",0,2.106734
"ENSG00000164970.15",1.322947,0.786792
"ENSG00000164972.14",0.728827,0.742432
"ENSG00000164975.16",2.441229,1.572988
"ENSG00000164976.9",19.779886,6.811419
"ENSG00000164978.18",0,2.85128
"ENSG00000164983.9",3.894574,2.640548
"ENSG00000164985.15",19.793031,9.642301
"ENSG00000164989.17",18.274913,3.760235
"ENSG00000165006.14",3.102166,0.712969
"ENSG00000165023.7",236.859296,84.824303
"ENSG00000165025.15",2.617205,1.606863
"ENSG00000165028.12",2.301167,0.488625
"ENSG00000165029.17",15.68704,1.635324
"ENSG00000165030.4",2.486624,0.899143
"ENSG00000165046.13",2.719451,8.888671
"ENSG00000165055.16",36.474819,7.709946
"ENSG00000165059.8",0,1.673408
"ENSG00000165060.15",14.710465,12.359738
"ENSG00000165061.15",2.244358,4.757322
"ENSG00000165066.13",0.447353,1.134019
"ENSG00000165071.15",0,0.564965
"ENSG00000165072.10",0.413682,1.230231
"ENSG00000165076.14",2.833233,0.20506
"ENSG00000165078.13",0.497657,3.89955
"ENSG00000165084.16",18.597207,10.433002
"ENSG00000165091.18",11.49057,8.980928
"ENSG00000165092.13",17.196476,0.879076
"ENSG00000165097.16",3.108963,6.273956
"ENSG00000165102.15",34.371712,20.166141
"ENSG00000165105.10",135.601729,71.370271
"ENSG00000165113.13",0,0.515921
"ENSG00000165115.15",5.63794,4.905686
"ENSG00000165118.15",4.170058,2.063296
"ENSG00000165119.22",16.581136,1.152426
"ENSG00000165120.5",0,1.43378
"ENSG00000165121.13",0,0.908757
"ENSG00000165124.19",0.429371,2.259893
"ENSG00000165125.22",1.638251,0.666665
"ENSG00000165131.8",0,0
"ENSG00000165138.18",0.64713,9.061534
"ENSG00000165140.12",0,1.064138
"ENSG00000165152.9",2.906283,2.513057
"ENSG00000165156.15",7.443856,3.451911
"ENSG00000165164.14",0.529665,2.992259
"ENSG00000165168.9",0,0.985287
"ENSG00000165169.11",1.320435,7.706187
"ENSG00000165171.11",0,5.155744
"ENSG00000165175.17",2.117868,2.106316
"ENSG00000165178.9",0,2.988482
"ENSG00000165181.17",1.090786,0.962889
"ENSG00000165182.12",0,8.929342
"ENSG00000165185.15",2.78384,3.305472
"ENSG00000165186.12",1.54498,1.49538
"ENSG00000165188.14",0.310989,1.822689
"ENSG00000165192.14",3.807115,3.743188
"ENSG00000165194.15",1.419093,0.306081
"ENSG00000165195.16",16.498904,13.108071
"ENSG00000165197.5",0,0.713751
"ENSG00000165202.3",0,1.882956
"ENSG00000165204.3",10.959929,3.266678
"ENSG00000165209.19",6.190046,10.18969
"ENSG00000165215.6",1.877321,2.227323
"ENSG00000165219.23",6.965206,20.204741
"ENSG00000165233.18",13.031862,6.735761
"ENSG00000165238.17",4.306899,6.429549
"ENSG00000165240.22",44.909152,43.61877
"ENSG00000165244.7",0.186629,1.413267
"ENSG00000165246.15",0,0.06212
"ENSG00000165259.14",0.423824,2.542501
"ENSG00000165264.11",3.469606,3.223508
"ENSG00000165269.13",32.998828,8.218719
"ENSG00000165271.17",3.982172,2.408016
"ENSG00000165272.16",5.988674,0.730716
"ENSG00000165275.10",10.63305,5.590774
"ENSG00000165280.18",5.029677,8.639334
"ENSG00000165282.15",15.145701,7.316473
"ENSG00000165283.16",0,1.249371
"ENSG00000165288.11",1.962436,14.982536
"ENSG00000165300.8",6.286528,2.45895
"ENSG00000165304.8",0.34198,0.346166
"ENSG00000165309.14",0.852931,2.207434
"ENSG00000165312.7",0,1.485442
"ENSG00000165322.18",0.689346,1.580629
"ENSG00000165323.16",2.719163,2.960291
"ENSG00000165325.15",3.565902,4.904366
"ENSG00000165338.17",5.477873,2.769985
"ENSG00000165349.12",0.646087,0.163118
"ENSG00000165355.8",1.275249,1.011608
"ENSG00000165359.16",0.993148,0.65087
"ENSG00000165370.3",1.40159,0.581726
"ENSG00000165376.12",1.441808,1.65931
"ENSG00000165379.14",3.433196,1.189321
"ENSG00000165383.12",0,1.038489
"ENSG00000165389.7",2.127337,2.70832
"ENSG00000165392.11",3.394905,6.465642
"ENSG00000165406.16",2.510303,4.345475
"ENSG00000165409.18",10.083083,9.509191
"ENSG00000165410.15",5.500605,1.240561
"ENSG00000165416.15",3.871666,2.462756
"ENSG00000165417.12",3.692244,2.518619
"ENSG00000165424.7",0.411229,0.691459
"ENSG00000165434.8",8.593509,13.229591
"ENSG00000165443.12",2.607888,1.089135
"ENSG00000165449.12",1.133287,1.907165
"ENSG00000165457.15",6.459298,0
"ENSG00000165458.15",0.72799,15.964533
"ENSG00000165462.5",0,0
"ENSG00000165471.7",2.518464,0
"ENSG00000165474.8",1.257361,0.15686
"ENSG00000165475.15",0.352888,2.498982
"ENSG00000165476.14",3.273203,4.27193
"ENSG00000165478.8",0,3.485609
"ENSG00000165480.16",0.25705,0.519672
"ENSG00000165487.14",8.442612,6.878595
"ENSG00000165490.13",0,3.514671
"ENSG00000165494.12",8.338419,3.651719
"ENSG00000165495.16",22.248974,2.348691
"ENSG00000165496.5",0,2.514848
"ENSG00000165501.17",3.071699,7.180335
"ENSG00000165502.7",0,2.313111
"ENSG00000165506.15",1.497899,2.649414
"ENSG00000165507.9",1.028682,0.520644
"ENSG00000165509.13",1.905931,0.699349
"ENSG00000165511.6",2.04118,0.458286
"ENSG00000165512.5",0,0.692754
"ENSG00000165516.11",4.445331,4.774236
"ENSG00000165521.16",0,1.311707
"ENSG00000165525.18",6.048363,11.859308
"ENSG00000165526.9",11.012454,19.710638
"ENSG00000165527.8",3.775502,1.965079
"ENSG00000165533.19",5.602098,2.088893
"ENSG00000165548.11",0.376414,0.569519
"ENSG00000165553.5",0,0
"ENSG00000165555.10",0,2.30782
"ENSG00000165556.10",0,0.81023
"ENSG00000165566.13",3.171291,2.174334
"ENSG00000165568.18",0,2.541549
"ENSG00000165572.8",8.593136,5.692392
"ENSG00000165583.16",0,0.830883
"ENSG00000165584.16",7.390411,4.188773
"ENSG00000165588.19",2.404223,0.613328
"ENSG00000165591.7",0,1.172483
"ENSG00000165606.10",1.133989,0.343714
"ENSG00000165609.14",3.874388,2.289925
"ENSG00000165617.16",0.358555,0.412134
"ENSG00000165621.9",0,0.719641
"ENSG00000165623.10",0,5.758522
"ENSG00000165626.19",6.08226,6.824377
"ENSG00000165629.20",258.414908,177.714877
"ENSG00000165630.15",26.386626,8.277587
"ENSG00000165632.9",25.237741,12.286744
"ENSG00000165633.13",68.668675,34.041483
"ENSG00000165637.14",1.535484,7.741188
"ENSG00000165643.11",0,3.632242
"ENSG00000165644.11",0,2.587499
"ENSG00000165646.14",0,0
"ENSG00000165650.12",7.958491,4.882393
"ENSG00000165655.17",0,1.644488
"ENSG00000165660.8",4.742099,1.916775
"ENSG00000165661.18",5.088663,6.105586
"ENSG00000165669.14",9.852535,3.21302
"ENSG00000165671.22",28.419496,13.557006
"ENSG00000165672.7",6.187398,7.198389
"ENSG00000165675.20",0.520387,0.99542
"ENSG00000165678.22",13.175322,7.59345
"ENSG00000165682.15",0,1.462469
"ENSG00000165684.6",9.150396,2.278539
"ENSG00000165685.9",17.20331,2.298527
"ENSG00000165688.14",45.517087,30.345587
"ENSG00000165689.17",20.500512,0.518138
"ENSG00000165694.11",0.981418,0.37195
"ENSG00000165695.10",1.446964,5.311027
"ENSG00000165698.16",11.032253,12.566025
"ENSG00000165699.16",10.164324,6.759644
"ENSG00000165702.15",3.091157,2.992268
"ENSG00000165704.15",1.119459,1.137199
"ENSG00000165714.11",0.867611,4.131737
"ENSG00000165716.11",0.912622,1.773178
"ENSG00000165724.6",0,2.067421
"ENSG00000165730.16",0,3.412529
"ENSG00000165731.22",0.317606,1.554328
"ENSG00000165732.14",3.742125,7.888048
"ENSG00000165733.8",1.736595,2.110129
"ENSG00000165752.17",2.43144,4.577646
"ENSG00000165757.9",0.494965,0.712593
"ENSG00000165762.3",3.13262,3.182676
"ENSG00000165775.18",10.408232,8.29668
"ENSG00000165782.11",0,0.404481
"ENSG00000165792.18",16.227981,11.627135
"ENSG00000165794.10",0,5.832634
"ENSG00000165795.25",36.966796,33.6836
"ENSG00000165799.5",0,3.409343
"ENSG00000165801.10",4.883773,5.475747
"ENSG00000165802.23",0,1.305196
"ENSG00000165804.16",0,2.063882
"ENSG00000165805.10",220.77609,48.674699
"ENSG00000165806.21",0.634587,1.893136
"ENSG00000165807.8",0,5.214309
"ENSG00000165810.17",15.529161,6.751252
"ENSG00000165813.20",1.687541,0.582012
"ENSG00000165816.13",1.874784,1.816089
"ENSG00000165819.12",1.969836,2.609644
"ENSG00000165821.12",0,0.765599
"ENSG00000165828.15",2.578854,1.993756
"ENSG00000165832.6",1.829142,2.156634
"ENSG00000165837.12",0.294978,1.962459
"ENSG00000165841.11",4.821809,2.501875
"ENSG00000165861.14",1.560042,5.373738
"ENSG00000165863.17",13.666306,11.294799
"ENSG00000165868.16",4.667624,11.932526
"ENSG00000165874.14",0,1.077042
"ENSG00000165879.9",1.071104,1.895078
"ENSG00000165886.5",0.458869,0.930744
"ENSG00000165887.12",0,1.05328
"ENSG00000165891.16",1.935398,0.961634
"ENSG00000165895.19",2.272301,1.104284
"ENSG00000165898.14",3.155045,2.060729
"ENSG00000165899.12",2.658248,0.364807
"ENSG00000165905.18",0,0.570879
"ENSG00000165912.16",20.271195,5.182725
"ENSG00000165914.15",5.80575,5.571923
"ENSG00000165915.14",2.330364,4.450093
"ENSG00000165916.9",10.292081,5.831152
"ENSG00000165917.10",0.553704,0.843301
"ENSG00000165923.17",1.966145,7.166878
"ENSG00000165929.13",0.916094,1.801093
"ENSG00000165934.13",5.939096,9.510958
"ENSG00000165935.10",0,2.748574
"ENSG00000165943.5",6.195141,0.601455
"ENSG00000165948.11",13.399668,4.052373
"ENSG00000165949.13",3.829236,17.095018
"ENSG00000165953.10",2.924056,1.25259
"ENSG00000165959.12",2.77346,1.732452
"ENSG00000165966.16",0.83265,0.420218
"ENSG00000165970.12",0.484136,0.617532
"ENSG00000165972.13",4.368268,3.075871
"ENSG00000165973.19",0,8.133845
"ENSG00000165983.15",1.299256,1.560727
"ENSG00000165985.11",0,1.220498
"ENSG00000165995.24",51.732704,21.529693
"ENSG00000165996.14",8.347377,5.096904
"ENSG00000165997.5",0.927143,0.701017
"ENSG00000166002.7",12.596963,3.580905
"ENSG00000166004.15",3.495895,10.034236
"ENSG00000166006.14",1.434664,2.111189
"ENSG00000166007.12",7.946325,0.413005
"ENSG00000166012.17",17.16542,13.172333
"ENSG00000166013.11",6.316387,0.443088
"ENSG00000166016.6",0.275625,1.598913
"ENSG00000166024.14",0.652712,1.420483
"ENSG00000166025.18",0.37329,0.413982
"ENSG00000166033.13",1.393165,0.676357
"ENSG00000166035.11",13.921418,7.669732
"ENSG00000166037.11",2.961601,1.478448
"ENSG00000166046.11",1.667366,4.049589
"ENSG00000166049.11",0,1.138689
"ENSG00000166068.13",16.004035,7.920785
"ENSG00000166069.14",1.455433,1.79429
"ENSG00000166073.12",0.350334,1.238868
"ENSG00000166086.13",0,0.548658
"ENSG00000166090.8",0,1.223344
"ENSG00000166091.21",0.846886,1.609363
"ENSG00000166104.16",0,0
"ENSG00000166105.16",9.62659,6.613842
"ENSG00000166106.4",0,1.124
"ENSG00000166111.10",17.870092,13.59492
"ENSG00000166118.8",0,0
"ENSG00000166123.14",32.202502,11.565916
"ENSG00000166126.11",0,2.327203
"ENSG00000166128.13",1.127932,0.995755
"ENSG00000166130.15",25.550463,16.3076
"ENSG00000166133.18",4.520522,1.686949
"ENSG00000166135.14",5.007585,6.25832
"ENSG00000166136.16",1.848976,8.026311
"ENSG00000166140.17",0,4.372856
"ENSG00000166143.10",0,4.628751
"ENSG00000166145.15",0.843118,1.662991
"ENSG00000166147.16",1.175456,3.466963
"ENSG00000166148.4",2.096775,1.892753
"ENSG00000166152.4",0,1.170132
"ENSG00000166153.17",10.312592,15.60367
"ENSG00000166159.11",0,1.450961
"ENSG00000166160.9",0,0
"ENSG00000166164.17",13.834126,7.955962
"ENSG00000166165.14",0,6.106448
"ENSG00000166166.13",1.244376,1.310253
"ENSG00000166167.18",0.335775,2.22475
"ENSG00000166169.17",2.648273,2.034077
"ENSG00000166170.12",2.02552,1.402862
"ENSG00000166171.13",0,0.682628
"ENSG00000166173.11",5.571126,2.548943
"ENSG00000166181.13",4.814103,3.913346
"ENSG00000166183.16",0.140038,0.989003
"ENSG00000166188.3",2.417289,1.083827
"ENSG00000166189.8",4.735007,1.728565
"ENSG00000166192.15",19.936524,13.481315
"ENSG00000166197.17",1.513246,2.841307
"ENSG00000166199.13",0.571697,0
"ENSG00000166200.15",3.262429,2.165389
"ENSG00000166206.16",5.739902,6.071245
"ENSG00000166211.8",1.98781,1.011358
"ENSG00000166220.14",0.791775,0.897426
"ENSG00000166224.18",28.254109,20.504749
"ENSG00000166225.9",2.545911,0.821445
"ENSG00000166226.13",21.99391,18.264855
"ENSG00000166228.9",0,5.071864
"ENSG00000166233.15",10.863143,4.395481
"ENSG00000166246.14",2.652905,2.533419
"ENSG00000166250.12",2.556291,4.070208
"ENSG00000166257.10",2.087061,2.9685
"ENSG00000166260.13",9.906584,3.651124
"ENSG00000166261.11",0.409328,1.418406
"ENSG00000166262.16",11.624308,2.689849
"ENSG00000166263.13",24.197881,11.579288
"ENSG00000166265.13",1.136399,0
"ENSG00000166266.14",1.30024,1.907161
"ENSG00000166268.11",0,0.705192
"ENSG00000166272.18",13.047297,6.263547
"ENSG00000166275.16",27.064717,26.813453
"ENSG00000166278.16",12.561169,9.526697
"ENSG00000166289.6",0,0.786156
"ENSG00000166292.12",1.277918,2.524729
"ENSG00000166295.9",27.287334,11.546246
"ENSG00000166311.10",0,5.619476
"ENSG00000166313.20",0,2.053703
"ENSG00000166317.12",11.742531,8.209447
"ENSG00000166321.14",0,1.877749
"ENSG00000166323.13",6.483819,4.999412
"ENSG00000166326.7",0.704884,0.684771
"ENSG00000166329.3",0,1.182075
"ENSG00000166333.14",0,0
"ENSG00000166337.11",1.647555,3.534858
"ENSG00000166340.18",6.556147,6.873221
"ENSG00000166341.9",0.858532,3.955049
"ENSG00000166342.19",2.004771,0.799707
"ENSG00000166343.10",2.849428,2.097717
"ENSG00000166347.19",22.501583,14.738349
"ENSG00000166348.20",8.190092,6.628649
"ENSG00000166349.11",0.101226,3.122633
"ENSG00000166351.11",4.571574,2.622933
"ENSG00000166352.18",287.861377,127.334268
"ENSG00000166359.11",3.090537,0.223818
"ENSG00000166363.6",0,0.929324
"ENSG00000166368.3",0,0
"ENSG00000166377.21",725.14177,323.89773
"ENSG00000166387.14",0,4.744375
"ENSG00000166391.15",0.375828,2.625342
"ENSG00000166394.15",1.690048,2.632474
"ENSG00000166396.13",1.130796,1.33617
"ENSG00000166398.14",12.613314,12.341163
"ENSG00000166401.15",0,4.072843
"ENSG00000166402.9",2.703522,0.632479
"ENSG00000166405.16",28.955316,13.235066
"ENSG00000166407.14",0,2.496327
"ENSG00000166408.4",0.948316,0.48486
"ENSG00000166411.14",49.838376,19.742237
"ENSG00000166415.15",48.208044,44.620743
"ENSG00000166426.8",0,0
"ENSG00000166428.14",0,0
"ENSG00000166432.16",2.624345,0.235109
"ENSG00000166435.17",33.653686,3.124672
"ENSG00000166436.18",10.796327,7.40586
"ENSG00000166439.6",0.556743,0.973317
"ENSG00000166441.13",2.443781,32.442883
"ENSG00000166444.19",6.148813,11.385541
"ENSG00000166446.15",2.118542,0.751306
"ENSG00000166448.15",8.033983,6.903162
"ENSG00000166450.13",14.907091,6.4976
"ENSG00000166451.14",6.583632,3.174335
"ENSG00000166452.12",21.209918,23.154966
"ENSG00000166454.10",1.007711,4.165546
"ENSG00000166455.14",0,1.908433
"ENSG00000166471.11",58.718899,39.196481
"ENSG00000166473.20",7.359646,8.440475
"ENSG00000166477.13",7.893731,28.228714
