"","Normal","Tumor"
"ENSG00000010379.16",6.07937706007593,6.2249807049466
"ENSG00000010404.18",8.42101692292423,8.39988216654203
"ENSG00000010438.17",6.39969669776823,5.73134924296223
"ENSG00000010539.12",6.49837280854437,7.07341786634815
"ENSG00000010610.10",5.8717830995186,6.33239644439635
"ENSG00000010671.18",7.38282359678383,7.47194505539533
"ENSG00000010704.20",8.61934983074919,8.25048840796928
"ENSG00000010810.18",6.48910545145007,6.0958856067656
"ENSG00000010818.11",6.85164064767617,6.56434080870619
"ENSG00000011007.13",5.66061789359885,6.44915532578684
"ENSG00000011009.12",5.82305098686156,6.20656946280891
"ENSG00000011021.23",6.85802059668516,6.69103345850823
"ENSG00000011028.14",5.69742320703637,6.39690017759276
"ENSG00000011083.9",6.06658688401728,6.13828195181587
"ENSG00000011105.14",5.78619848161029,6.50396436851845
"ENSG00000011114.15",7.40401948092657,7.44629644018279
"ENSG00000011132.12",6.33480375706584,6.37342001226793
"ENSG00000011143.19",7.92609783266644,7.91242394057651
"ENSG00000011198.10",6.10837718026844,6.32384329027175
"ENSG00000011201.12",6.51214564504897,5.80356647714988
"ENSG00000011243.19",5.71360502227491,6.76094756291376
"ENSG00000011258.16",6.33380910434759,6.33728405185126
"ENSG00000011275.19",6.42827754722239,7.28175736187892
"ENSG00000011295.16",8.09647140982024,7.91947872117588
"ENSG00000011304.22",5.92820765988457,6.25407659991892
"ENSG00000011332.22",6.14751574798417,6.42191104816337
"ENSG00000011347.10",6.62710025245794,6.28135301420138
"ENSG00000011376.12",6.51921431371896,6.43056195109975
"ENSG00000011405.14",6.343345046344,6.25373175047466
"ENSG00000011422.12",6.04427159312303,6.36017541557409
"ENSG00000011426.11",5.79741808419248,6.23636473348425
"ENSG00000011451.21",6.80125058240266,6.44844801149609
"ENSG00000011454.18",6.58732732061941,6.97228622929699
"ENSG00000011465.18",6.9864679347905,6.59123748014145
"ENSG00000011478.13",7.69320984915629,7.69628802426347
"ENSG00000011485.15",6.55688916575813,6.47590914387326
"ENSG00000011523.15",8.30849985901076,8.37028118663866
"ENSG00000011566.15",6.08920350873166,6.13679900083018
"ENSG00000011638.11",5.73657260065247,6.38062563077529
"ENSG00000012048.26",6.89072843031846,7.53679712404572
"ENSG00000012061.17",6.60764177983135,6.83404070653175
"ENSG00000012124.17",6.49410429676258,6.75098370760617
"ENSG00000012171.20",6.46575797680385,6.4770892113664
"ENSG00000012174.12",6.38073179262003,6.88850878405349
"ENSG00000012211.13",5.83622621437862,6.41754466975999
"ENSG00000012232.10",8.83123148093856,8.07584911644005
"ENSG00000012660.14",6.14644245308911,6.01940502680341
"ENSG00000012779.12",5.77561995076618,6.25977742796078
"ENSG00000012822.16",6.34216532007616,6.49685157264551
"ENSG00000012963.15",5.49609511135629,6.45181675427518
"ENSG00000012983.12",5.97614496171439,6.95158000724253
"ENSG00000013016.16",6.28969747888491,6.37159625105675
"ENSG00000013275.8",5.76428131131638,6.19715933268799
"ENSG00000013288.9",6.94863834302785,6.48936994980156
"ENSG00000013293.6",7.11847803517341,8.17183404902032
"ENSG00000013297.12",5.91104846950461,6.44446886201355
"ENSG00000013306.16",5.89202655068979,6.54344467367191
"ENSG00000013364.19",7.06771383046214,6.96457721746357
"ENSG00000013374.17",6.23425003588085,6.48456674066285
"ENSG00000013375.17",8.22621925451832,7.53285067542018
"ENSG00000013392.8",5.89656245577951,6.11994671478155
"ENSG00000013441.17",5.49609511135629,6.34958843169137
"ENSG00000013503.10",5.89760204640103,6.4500946194587
"ENSG00000013523.12",6.86838409077801,6.89678883077878
"ENSG00000013561.18",8.3092229191873,8.13443219126362
"ENSG00000013563.14",6.18430936417583,6.0893115273336
"ENSG00000013573.17",7.02920361785506,6.76082437681261
"ENSG00000013588.10",6.54361629749204,7.43560239798122
"ENSG00000013619.15",6.24408889442458,6.30350010147682
"ENSG00000013725.14",5.90013161374898,6.34282071135231
"ENSG00000013810.21",6.94527409415915,6.47296297346933
"ENSG00000014138.10",7.71368268191654,8.15566938609228
"ENSG00000014164.7",5.95796918927161,6.1200219590318
"ENSG00000014216.16",6.518329499324,6.53311241025112
"ENSG00000014257.17",5.98696847440555,5.95223228506952
"ENSG00000014641.21",6.22057959801566,6.24359462916326
"ENSG00000014824.14",6.22006695102893,6.5035882653748
"ENSG00000014914.21",6.07623402561943,6.2761550365195
"ENSG00000014919.13",5.76745713255273,6.1260219389975
"ENSG00000015133.20",5.49609511135629,6.67177137551609
"ENSG00000015153.15",6.50808839635191,6.77115383666726
"ENSG00000015171.21",10.4404012843996,10.002509720031
"ENSG00000015285.12",5.93975805148006,6.04072278512435
"ENSG00000015413.10",5.49609511135629,6.11949207794382
"ENSG00000015475.19",6.90727367961901,6.79882138415834
"ENSG00000015479.20",6.8179114295672,7.66498759657584
"ENSG00000015520.15",6.2655500808297,6.45177256071538
"ENSG00000015532.10",5.8718877333299,6.39713210632035
"ENSG00000015568.13",7.52786962598307,8.4659418664229
"ENSG00000015592.17",5.49609511135629,6.11949207794382
"ENSG00000015676.18",6.21581498056527,6.49837641221355
